
 num     #instances         #bytes  class name
 470:            16            640  java.util.Spliterators$IteratorSpliterator
 471:            39            632  [Ljavax.management.MBeanConstructorInfo;
 472:             3            624  [Ljava.lang.invoke.LambdaForm;
 473:            13            624  com.fasterxml.jackson.databind.type.SimpleType
 474:            39            624  java.util.HashMap$EntrySet
 475:            39            624  java.util.concurrent.atomic.AtomicInteger
 476:            26            624  java.util.concurrent.atomic.AtomicLong
 477:            26            624  java.util.regex.Pattern$Dollar
 478:            26            624  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorDescriptor$Key
 479:            26            624  org.springframework.core.type.StandardAnnotationMetadata
 480:            11            616  org.springframework.core.ResolvableType$1
 481:            19            608  [Ljava.lang.ref.WeakReference;
 482:            19            608  java.lang.invoke.SimpleMethodHandle
 483:            19            608  org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory$$Lambda$112/1513712028
 484:            19            608  org.springframework.beans.factory.support.AbstractBeanFactory$$Lambda$111/2101440631
 485:            25            600  sun.nio.cs.CharsetMapping$Entry
 486:            37            592  com.sun.proxy.$Proxy18
 487:            37            592  org.springframework.boot.loader.jar.JarFile$$Lambda$1/317574433
 488:             4            576  [Lcom.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 489:            18            576  java.util.TreeMap$KeyIterator
 490:            12            576  java.util.concurrent.ThreadPoolExecutor$Worker
 491:            12            576  org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable
 492:            24            576  org.springframework.boot.loader.LaunchedURLClassLoader$$Lambda$7/939047783
 493:            36            576  org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareGeneratorStrategy
 494:            24            576  org.springframework.web.util.UrlPathHelper
 495:            12            576  sun.util.locale.provider.LocaleResources$ResourceReference
 496:            14            560  ch.qos.logback.core.status.InfoStatus
 497:             2            560  java.util.concurrent.ConcurrentHashMap$CounterCell
 498:            14            560  javax.management.openmbean.SimpleType
 499:            35            560  org.springframework.boot.autoconfigure.condition.OnBeanCondition
 500:            10            560  sun.invoke.util.Wrapper
 501:            23            552  [Lsun.management.DiagnosticCommandArgumentInfo;
 502:            23            552  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 503:            23            552  org.yaml.snakeyaml.tokens.Token$ID
 504:            17            544  com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer
 505:            34            544  com.sun.proxy.$Proxy34
 506:             1            536  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext
 507:             1            528  [Ljava.lang.Character;
 508:            13            520  java.lang.reflect.Proxy$Key2
 509:            13            520  java.util.EnumMap
 510:            13            520  org.springframework.util.AntPathMatcher
 511:            16            512  java.io.FileInputStream
 512:             8            512  java.text.DateFormatSymbols
 513:             8            512  java.text.DecimalFormatSymbols
 514:            16            512  java.time.temporal.ChronoUnit
 515:            16            512  java.util.concurrent.ConcurrentHashMap$ForwardingNode
 516:             8            512  java.util.stream.ReferencePipeline$2
 517:             8            512  org.springframework.beans.factory.config.DependencyDescriptor
 518:             9            504  com.fasterxml.jackson.databind.cfg.BaseSettings
 519:            21            504  java.lang.invoke.ConstantCallSite
 520:            21            504  java.lang.invoke.InfoFromMemberName
 521:            21            504  java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator
 522:            21            504  java.time.Duration
 523:            21            504  java.util.AbstractMap$SimpleImmutableEntry
 524:            21            504  java.util.Locale$LocaleKey
 525:            21            504  java.util.concurrent.ConcurrentHashMap$KeySetView
 526:             9            504  javax.management.openmbean.CompositeType
 527:            21            504  org.springframework.beans.factory.config.ConstructorArgumentValues
 528:            13            488  [Ljava.lang.invoke.LambdaForm$BasicType;
 529:            12            480  com.sun.jmx.mbeanserver.PerInterface
 530:             6            480  com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl
 531:            20            480  java.net.InetSocketAddress$InetSocketAddressHolder
 532:             4            480  java.net.SocksSocketImpl
 533:            20            480  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 534:            15            480  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node
 535:            10            480  jdk.internal.org.objectweb.asm.Frame
 536:             2            480  org.apache.catalina.core.StandardWrapper
 537:            30            480  org.apache.logging.log4j.message.MessageFormatMessageFactory
 538:            12            480  org.springframework.asm.Handler
 539:            12            480  org.springframework.cglib.core.EmitUtils$6
 540:            15            480  org.springframework.core.annotation.DefaultAnnotationAttributeExtractor
 541:            29            464  org.hibernate.validator.internal.util.logging.Log_$logger
 542:             6            456  [Lsun.invoke.util.Wrapper;
 543:            19            456  java.lang.invoke.Invokers
 544:            19            456  java.lang.reflect.Proxy$KeyX
 545:            19            456  java.net.Inet4Address
 546:            19            456  sun.nio.ch.SocketOptionRegistry$RegistryKey
 547:            14            448  com.fasterxml.jackson.core.JsonParser$Feature
 548:             7            448  java.nio.DirectByteBuffer
 549:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
 550:            14            448  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 551:             1            432  [[[C
 552:            18            432  java.text.DateFormat$Field
 553:            27            432  org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$DelegatingPropertyMapper$$Lambda$54/985655350
 554:            27            432  org.springframework.util.ReflectionUtils$$Lambda$170/1502635287
 555:            18            432  sun.misc.MetaIndex
 556:             1            424  [Lcom.sun.org.apache.xerces.internal.util.SymbolTable$Entry;
 557:            26            416  com.sun.proxy.$Proxy37
 558:            13            416  org.apache.catalina.util.ManifestResource
 559:            26            416  sun.reflect.BootstrapConstructorAccessorImpl
 560:            17            408  com.sun.org.apache.xerces.internal.util.SymbolTable$Entry
 561:            17            408  java.lang.management.ManagementPermission
 562:            17            408  java.util.Collections$1
 563:            17            408  org.springframework.boot.ansi.AnsiColor
 564:            17            408  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$2aa29661$$FastClassBySpringCGLIB$$10675816
 565:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 566:             5            400  java.util.concurrent.ThreadPoolExecutor
 567:             1            392  org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller
 568:            24            384  com.sun.proxy.$Proxy23
 569:             1            384  java.lang.ref.Finalizer$FinalizerThread
 570:             6            384  java.text.SimpleDateFormat
